fact_id,series_evidence_id,scope,component_key,component_name,catalog_position,variant_key,variant_label,field,label,reference_value,reference_unit,source_reference,source_level,verification_status,comparison_source_type,comparison_source_reference,comparison_value,conflict_note,lifecycle_status,target_sku,reviewed_by,reviewed_date,notes_internal
15ak-std-tip-cucrzr-0-6mm-catalog-overall-length,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-0-6mm,Standard Arrangement CuCrZr Contact Tip 0.6 mm,overall_length,Catalog Overall Length,25,mm,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; measure the exact candidate before confirmation.
15ak-std-tip-cucrzr-0-8mm-presence,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-0-8mm,Standard Arrangement CuCrZr Contact Tip 0.8 mm,component_presence,Catalog Component,Standard Arrangement CuCrZr Contact Tip 0.8 mm,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-tip-cucrzr-0-8mm-catalog-material,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-0-8mm,Standard Arrangement CuCrZr Contact Tip 0.8 mm,material,Catalog Material,CuCrZr,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the supplied material grade for the exact candidate.
15ak-std-tip-cucrzr-0-8mm-catalog-wire-size,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-0-8mm,Standard Arrangement CuCrZr Contact Tip 0.8 mm,wire_size,Catalog Wire Size,0.8,mm,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the bore and genuine marking on the exact candidate.
15ak-std-tip-cucrzr-0-8mm-catalog-thread,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-0-8mm,Standard Arrangement CuCrZr Contact Tip 0.8 mm,thread,Catalog Thread,M6,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; confirm the mating holder on the exact candidate.
15ak-std-tip-cucrzr-0-8mm-catalog-overall-length,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-0-8mm,Standard Arrangement CuCrZr Contact Tip 0.8 mm,overall_length,Catalog Overall Length,25,mm,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; measure the exact candidate before confirmation.
15ak-std-tip-cucrzr-1-0mm-presence,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-1-0mm,Standard Arrangement CuCrZr Contact Tip 1.0 mm,component_presence,Catalog Component,Standard Arrangement CuCrZr Contact Tip 1.0 mm,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-tip-cucrzr-1-0mm-catalog-material,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-1-0mm,Standard Arrangement CuCrZr Contact Tip 1.0 mm,material,Catalog Material,CuCrZr,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the supplied material grade for the exact candidate.
15ak-std-tip-cucrzr-1-0mm-catalog-wire-size,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-1-0mm,Standard Arrangement CuCrZr Contact Tip 1.0 mm,wire_size,Catalog Wire Size,1.0,mm,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the bore and genuine marking on the exact candidate.
15ak-std-tip-cucrzr-1-0mm-catalog-thread,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-1-0mm,Standard Arrangement CuCrZr Contact Tip 1.0 mm,thread,Catalog Thread,M6,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; confirm the mating holder on the exact candidate.
15ak-std-tip-cucrzr-1-0mm-catalog-overall-length,mig-series-15ak,variant,std-contact-tip,Contact Tip,2,std-tip-cucrzr-1-0mm,Standard Arrangement CuCrZr Contact Tip 1.0 mm,overall_length,Catalog Overall Length,25,mm,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Shared catalog drawing reference; measure the exact candidate before confirmation.
15ak-std-tip-holder-spring-presence,mig-series-15ak,variant,std-tip-holder-spring,Contact Tip Holder Spring,3,std-tip-holder-spring,Contact Tip Holder Spring,component_presence,Catalog Component,Contact Tip Holder Spring,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-insulator-presence,mig-series-15ak,variant,std-insulator,Insulator,5,std-insulator,Insulator,component_presence,Catalog Component,Insulator,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-swan-neck-presence,mig-series-15ak,variant,std-swan-neck,Swan Neck,6,std-swan-neck,Swan Neck,component_presence,Catalog Component,Swan Neck,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-cable-support-spring-presence,mig-series-15ak,variant,std-cable-support-spring,Cable Support Spring,7,std-cable-support-spring,Cable Support Spring,component_presence,Catalog Component,Cable Support Spring,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-rear-handle-presence,mig-series-15ak,variant,std-rear-handle,Rear Handle,8,std-rear-handle,Rear Handle,component_presence,Catalog Component,Rear Handle,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-adaptor-nut-presence,mig-series-15ak,variant,std-adaptor-nut,Adaptor Nut,9,std-adaptor-nut,Adaptor Nut,component_presence,Catalog Component,Adaptor Nut,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-euro-connector-presence,mig-series-15ak,variant,std-euro-connector,Euro Connector,10,std-euro-connector,Euro Connector,component_presence,Catalog Component,Euro Connector,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-tip-holder-presence,mig-series-15ak,variant,std-contact-tip-holder,Contact Tip Holder,4,std-tip-holder,Standard Arrangement Contact Tip Holder,component_presence,Catalog Component,Standard Arrangement Contact Tip Holder,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-tip-holder-catalog-overall-length,mig-series-15ak,variant,std-contact-tip-holder,Contact Tip Holder,4,std-tip-holder,Standard Arrangement Contact Tip Holder,overall_length,Catalog Overall Length,42,mm,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Measure the exact holder candidate.
15ak-std-tip-holder-tip-side-thread,mig-series-15ak,variant,std-contact-tip-holder,Contact Tip Holder,4,std-tip-holder,Standard Arrangement Contact Tip Holder,thread,Contact-Tip Side Thread,M6,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm thread and mating contact tip.
15ak-std-tip-holder-neck-side-thread,mig-series-15ak,variant,std-contact-tip-holder,Contact Tip Holder,4,std-tip-holder,Standard Arrangement Contact Tip Holder,thread,Torch-Neck Side Thread,M8 x 1 LH,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,"Confirm pitch, handedness and mating swan neck."
15ak-std-connector-nut-m10x1-presence,mig-series-15ak,variant,std-connector-nut,Connector Nut,11,std-connector-nut-m10x1,Connector Nut M10 x 1,component_presence,Catalog Component,Connector Nut M10 x 1,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-connector-nut-m10x1-catalog-thread-designation,mig-series-15ak,variant,std-connector-nut,Connector Nut,11,std-connector-nut-m10x1,Connector Nut M10 x 1,thread,Catalog Thread Designation,M10 x 1,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm pitch and handedness on the exact nut.
15ak-std-liner-3-5m-presence,mig-series-15ak,variant,std-torch-liner,Torch Liner,12,std-liner-3-5m,Standard Arrangement Torch Liner 3.5 m,component_presence,Catalog Component,Standard Arrangement Torch Liner 3.5 m,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-liner-3-5m-catalog-liner-length,mig-series-15ak,variant,std-torch-liner,Torch Liner,12,std-liner-3-5m,Standard Arrangement Torch Liner 3.5 m,overall_length,Catalog Liner Length,3.5,m,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the full supplied liner length.
15ak-std-liner-3-5m-catalog-wire-range,mig-series-15ak,variant,std-torch-liner,Torch Liner,12,std-liner-3-5m,Standard Arrangement Torch Liner 3.5 m,wire_size,Catalog Wire Range,0.8-1.0,mm,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm against the selected wire and exact liner construction.
15ak-std-liner-5-5m-presence,mig-series-15ak,variant,std-torch-liner,Torch Liner,12,std-liner-5-5m,Standard Arrangement Torch Liner 5.5 m,component_presence,Catalog Component,Standard Arrangement Torch Liner 5.5 m,,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Standard Arrangement catalog candidate only; no ArcFort Weld SKU or confirmed compatibility is assigned.
15ak-std-liner-5-5m-catalog-liner-length,mig-series-15ak,variant,std-torch-liner,Torch Liner,12,std-liner-5-5m,Standard Arrangement Torch Liner 5.5 m,overall_length,Catalog Liner Length,5.5,m,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm the full supplied liner length.
15ak-std-liner-5-5m-catalog-wire-range,mig-series-15ak,variant,std-torch-liner,Torch Liner,12,std-liner-5-5m,Standard Arrangement Torch Liner 5.5 m,wire_size,Catalog Wire Range,0.8-1.2,mm,"Renqiu Ailesen welding catalog PDF page 8 (catalog pages 9-10), ORK 15AK complete torch section.",A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-25,Confirm against the selected wire and exact liner construction.
"602-series-designation-conflict","mig-series-602","series","602-series","ORK 602 Series","series","602-series","ORK 602 Water-Cooled MIG/MAG Torch Candidate","series_designation","Company Catalog Series Identity","ORK 501D Water Cooled MIG/MAG Welding Torch","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","DATA_CONFLICT","company_catalog","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","ORK 602 Complete Torch 3M / ORK 602 Complete Torch 5M","The page header identifies ORK 501D while the technical table and complete-torch rows identify ORK 602. Do not assign the page or its values to a supplied ArcFort Weld model until factory review resolves the layout conflict.","blocked","","Official company catalog and OEM catalog review","2026-08-28","Official OEM material confirms that an MB 602 family exists but does not resolve which ArcFort Weld product this company-catalog page depicts."
"602-series-compatibility-wording","mig-series-602","series","602-series","ORK 602 Series","series","602-series","ORK 602 Water-Cooled MIG/MAG Torch Candidate","compatibility_statement","Catalog Compatibility Wording","Compatible orch and Parts For BINZEL","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Source wording only; it is not confirmed compatibility."
"602-series-cooling","mig-series-602","series","602-series","ORK 602 Series","series","602-series","ORK 602 Water-Cooled MIG/MAG Torch Candidate","cooling_method","Catalog Cooling Method","Water cooled","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm the exact coolant circuit and all media connections."
"602-series-rating","mig-series-602","series","602-series","ORK 602 Series","series","602-series","ORK 602 Water-Cooled MIG/MAG Torch Candidate","rating","Company Catalog Rating","600 A CO2 / 550 A mixed gases","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Reference only; attribution remains blocked by the 501D/602 page identity conflict."
"602-series-duty-cycle","mig-series-602","series","602-series","ORK 602 Series","series","602-series","ORK 602 Water-Cooled MIG/MAG Torch Candidate","duty_cycle","Company Catalog Duty Cycle","100","%","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Reference only; confirm for the exact supplied torch."
"602-series-wire-size","mig-series-602","series","602-series","ORK 602 Series","series","602-series","ORK 602 Water-Cooled MIG/MAG Torch Candidate","wire_size","Company Catalog Wire Size","1.0-2.4","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Reference only; confirm the exact wire and liner range."
"602-oem-designation","mig-series-602","series","602-series","MB 602 OEM Reference","official OEM reference","602-series","ORK 602 Water-Cooled MIG/MAG Torch Candidate","series_designation","Official OEM Series Reference","MB 602","","ABICOR BINZEL MIG/MAG Spare Parts List 2.0, technical overview page 6 and MB 602 pages 49-51: https://www.binzel-abicor.com/uploads/Content/Germany/PDF-Files/PDF_Files_MIGMAG/English/mig_mag_spare_parts_list_2_0_v1.pdf","B","OEM_REFERENCE","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Official OEM reference only; it does not confirm the final ArcFort Weld supplied product."
"602-oem-rating","mig-series-602","series","602-series","MB 602 OEM Reference","official OEM reference","602-series","ORK 602 Water-Cooled MIG/MAG Torch Candidate","rating","Official OEM Rating Reference","600 A CO2 / 550 A mixed gases","","ABICOR BINZEL MIG/MAG Spare Parts List 2.0, technical overview page 6 and MB 602 pages 49-51: https://www.binzel-abicor.com/uploads/Content/Germany/PDF-Files/PDF_Files_MIGMAG/English/mig_mag_spare_parts_list_2_0_v1.pdf","B","OEM_REFERENCE","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Official OEM reference only; it does not confirm the final ArcFort Weld supplied product."
"602-oem-duty-cycle","mig-series-602","series","602-series","MB 602 OEM Reference","official OEM reference","602-series","ORK 602 Water-Cooled MIG/MAG Torch Candidate","duty_cycle","Official OEM Duty Cycle Reference","100","%","ABICOR BINZEL MIG/MAG Spare Parts List 2.0, technical overview page 6 and MB 602 pages 49-51: https://www.binzel-abicor.com/uploads/Content/Germany/PDF-Files/PDF_Files_MIGMAG/English/mig_mag_spare_parts_list_2_0_v1.pdf","B","OEM_REFERENCE","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Official OEM reference only; it does not confirm the final ArcFort Weld supplied product."
"602-oem-wire-size","mig-series-602","series","602-series","MB 602 OEM Reference","official OEM reference","602-series","ORK 602 Water-Cooled MIG/MAG Torch Candidate","wire_size","Official OEM Wire Size Reference","1.0-1.6 (2.4)","mm","ABICOR BINZEL MIG/MAG Spare Parts List 2.0, technical overview page 6 and MB 602 pages 49-51: https://www.binzel-abicor.com/uploads/Content/Germany/PDF-Files/PDF_Files_MIGMAG/English/mig_mag_spare_parts_list_2_0_v1.pdf","B","OEM_REFERENCE","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Official OEM reference only; it does not confirm the final ArcFort Weld supplied product."
"602-complete-torch-3m-presence","mig-series-602","variant","complete-torch","Complete Water-Cooled MIG/MAG Welding Torch","assembly","complete-torch-3m","ORK 602 Complete Torch 3M","component_presence","Catalog Component","ORK 602 Complete Torch 3M","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-complete-torch-3m-cable_length","mig-series-602","variant","complete-torch","Complete Water-Cooled MIG/MAG Welding Torch","assembly","complete-torch-3m","ORK 602 Complete Torch 3M","cable_length","Catalog Cable Length","3","m","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-complete-torch-5m-presence","mig-series-602","variant","complete-torch","Complete Water-Cooled MIG/MAG Welding Torch","assembly","complete-torch-5m","ORK 602 Complete Torch 5M","component_presence","Catalog Component","ORK 602 Complete Torch 5M","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-complete-torch-5m-cable_length","mig-series-602","variant","complete-torch","Complete Water-Cooled MIG/MAG Welding Torch","assembly","complete-torch-5m","ORK 602 Complete Torch 5M","cable_length","Catalog Cable Length","5","m","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-gas-nozzle-18mm-presence","mig-series-602","variant","gas-nozzle","Gas Nozzle","1","gas-nozzle-18mm","Gas Nozzle 18 mm","component_presence","Catalog Component","Gas Nozzle 18 mm","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-gas-nozzle-18mm-opening","mig-series-602","variant","gas-nozzle","Gas Nozzle","1","gas-nozzle-18mm","Gas Nozzle 18 mm","opening","Catalog Opening Diameter","18","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-0mm-presence","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-0mm","E-Cu Contact Tip 1.0 mm","component_presence","Catalog Component","E-Cu Contact Tip 1.0 mm","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-contact-tip-ecu-1-0mm-material","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-0mm","E-Cu Contact Tip 1.0 mm","material","Catalog Material Reference","E-Cu","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-0mm-thread","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-0mm","E-Cu Contact Tip 1.0 mm","thread","Catalog Thread Reference","M8","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-0mm-overall_length","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-0mm","E-Cu Contact Tip 1.0 mm","overall_length","Catalog Overall Length","30","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-0mm-wire_size","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-0mm","E-Cu Contact Tip 1.0 mm","wire_size","Catalog Wire Size","1.0","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-2mm-presence","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-2mm","E-Cu Contact Tip 1.2 mm","component_presence","Catalog Component","E-Cu Contact Tip 1.2 mm","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-contact-tip-ecu-1-2mm-material","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-2mm","E-Cu Contact Tip 1.2 mm","material","Catalog Material Reference","E-Cu","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-2mm-thread","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-2mm","E-Cu Contact Tip 1.2 mm","thread","Catalog Thread Reference","M8","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-2mm-overall_length","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-2mm","E-Cu Contact Tip 1.2 mm","overall_length","Catalog Overall Length","30","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-2mm-wire_size","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-2mm","E-Cu Contact Tip 1.2 mm","wire_size","Catalog Wire Size","1.2","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-6mm-presence","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-6mm","E-Cu Contact Tip 1.6 mm","component_presence","Catalog Component","E-Cu Contact Tip 1.6 mm","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-contact-tip-ecu-1-6mm-material","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-6mm","E-Cu Contact Tip 1.6 mm","material","Catalog Material Reference","E-Cu","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-6mm-thread","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-6mm","E-Cu Contact Tip 1.6 mm","thread","Catalog Thread Reference","M8","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
